орон+pos+N+deriv+nmlz+num+sg+case+nom	ором^мул
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	орон^уй^ааччу^лара
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+com	орон^уй^ааччу^луун
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+ins	орон^уй^ааччу^нан
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+acc	орон^уй^ааччу^ну
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+dat	орон^уй^ааччу^га
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+abl	орон^уй^ааччу^ттан
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+cmpr	орон^уй^ааччу^тааҕар
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+part	орон^уй^ааччу^та
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	орон^уй^ааччу^лара
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	орон^уй^ааччу^гут
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	орон^уй^ааччу^бут
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	орон^уй^ааччу^ҥ
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	орон^уй^ааччу^м
орон+pos+N+deriv+vblz2+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	орон^уй^ааччу^та
орон+pos+N+deriv+vblz2+pos+V+tense+pres+polarity+neg+num+pl+pers+1	орон^уй^бап^пыт
орон+pos+N+deriv+vblz2+pos+V+tense+pres+polarity+neg+num+sg+pers+1	орон^уй^бап^пын
орон+pos+N+deriv+vblz2+pos+V+tense+pres+polarity+neg+num+pl+pers+2	орон^уй^бак^кыт
орон+pos+N+deriv+vblz2+pos+V+tense+pres+polarity+neg+num+sg+pers+2	орон^уй^бак^кын
орон+pos+N+deriv+vblz2+pos+V+tense+pres+polarity+neg+num+sg+pers+3	орон^уй^бат
орон+pos+N+deriv+vblz2+pos+V+tense+pres+polarity+neg+num+pl+pers+3	орон^уй^бат^тар
орон+pos+N+deriv+vblz2+pos+V+tense+pres+num+pl+pers+3	орон^уй^ал^лар
орон+pos+N+deriv+vblz2+pos+V+tense+pres+num+pl+pers+1	орон^уй^а^быт
орон+pos+N+deriv+vblz2+pos+V+tense+pres+num+sg+pers+1	орон^уй^а^бын
орон+pos+N+deriv+vblz2+pos+V+tense+pres+num+pl+pers+2	орон^уй^а^ҕыт
орон+pos+N+deriv+vblz2+pos+V+tense+pres+num+sg+pers+2	орон^уй^а^ҕын
орон+pos+N+deriv+vblz2+pos+V+tense+pres+num+sg+pers+3	орон^уй^ар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	орон^уй^дьум^мут
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom	орон^уй^дьун
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+com	орон^уй^дьун^нуун
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+dat	орон^уй^дьун^га
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+cmpr	орон^уй^дьун^тааҕар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+part	орон^уй^дьун^та
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+abl	орон^уй^дьун^тан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom+poss+2pl	орон^уй^дьун^гут
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom+poss+3sg	орон^уй^дьун^а
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom+poss+3pl	орон^уй^дьун^нара
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom+poss+2sg	орон^уй^дьун^уҥ
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+nom+poss+1sg	орон^уй^дьун^ум
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+acc	орон^уй^дьун^у
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+sg+case+ins	орон^уй^дьун^унан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom	орон^уй^дьун^нар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+dat	орон^уй^дьун^нар^га
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+acc	орон^уй^дьун^нар^ы
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+ins	орон^уй^дьун^нар^ынан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom+poss+2pl	орон^уй^дьун^нар^гыт
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	орон^уй^дьун^нар^быт
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	орон^уй^дьун^нар^а
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	орон^уй^дьун^нар^ыҥ
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	орон^уй^дьун^нар^ым
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+com	орон^уй^дьун^нар^дыын
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+cmpr	орон^уй^дьун^нар^дааҕар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+part	орон^уй^дьун^нар^да
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+abl	орон^уй^дьун^нар^дан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	орон^уй^дьун^нара
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom	орон^уй^уу
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom	орон^уй^уу^лар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+dat	орон^уй^уу^лар^га
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+acc	орон^уй^уу^лар^ы
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+ins	орон^уй^уу^лар^ынан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	орон^уй^уу^лар^гыт
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	орон^уй^уу^лар^быт
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	орон^уй^уу^лар^а
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	орон^уй^уу^лар^ыҥ
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	орон^уй^уу^лар^ым
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+com	орон^уй^уу^лар^дыын
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+cmpr	орон^уй^уу^лар^дааҕар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+part	орон^уй^уу^лар^да
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+abl	орон^уй^уу^лар^дан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	орон^уй^уу^лара
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+com	орон^уй^уу^луун
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+ins	орон^уй^уу^нан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+acc	орон^уй^уу^ну
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+dat	орон^уй^уу^га
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+abl	орон^уй^уу^ттан
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+cmpr	орон^уй^уу^тааҕар
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+part	орон^уй^уу^та
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	орон^уй^уу^лара
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	орон^уй^уу^гут
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	орон^уй^уу^бут
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	орон^уй^уу^ҥ
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	орон^уй^уу^м
орон+pos+N+deriv+vblz2+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	орон^уй^уу^та
орон+pos+N+deriv+vblz6+pos+V+tense+pres+num+sg+pers+3	орон^урҕ^уур
орон+pos+N+deriv+vblz6+pos+V	орон^урҕоо
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom+poss+1pl	орон^урҕоо^һум^мут
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom	орон^урҕоо^һун
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+com	орон^урҕоо^һун^нуун
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+dat	орон^урҕоо^һун^га
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+cmpr	орон^урҕоо^һун^тааҕар
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+part	орон^урҕоо^һун^та
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+abl	орон^урҕоо^һун^тан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom+poss+2pl	орон^урҕоо^һун^гут
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom+poss+3sg	орон^урҕоо^һун^а
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom+poss+3pl	орон^урҕоо^һун^нара
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom+poss+2sg	орон^урҕоо^һун^уҥ
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+nom+poss+1sg	орон^урҕоо^һун^ум
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+acc	орон^урҕоо^һун^у
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+sg+case+ins	орон^урҕоо^һун^унан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom	орон^урҕоо^һун^нар
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+dat	орон^урҕоо^һун^нар^га
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+acc	орон^урҕоо^һун^нар^ы
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+ins	орон^урҕоо^һун^нар^ынан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom+poss+2pl	орон^урҕоо^һун^нар^гыт
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom+poss+1pl	орон^урҕоо^һун^нар^быт
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom+poss+3sg	орон^урҕоо^һун^нар^а
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom+poss+2sg	орон^урҕоо^һун^нар^ыҥ
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom+poss+1sg	орон^урҕоо^һун^нар^ым
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+com	орон^урҕоо^һун^нар^дыын
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+cmpr	орон^урҕоо^һун^нар^дааҕар
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+part	орон^урҕоо^һун^нар^да
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+abl	орон^урҕоо^һун^нар^дан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb2+num+pl+case+nom+poss+3pl	орон^урҕоо^һун^нара
орон+pos+N+deriv+vblz6+pos+V+tense+pres+polarity+neg+num+pl+pers+1	орон^урҕоо^боп^пут
орон+pos+N+deriv+vblz6+pos+V+tense+pres+polarity+neg+num+sg+pers+1	орон^урҕоо^боп^пун
орон+pos+N+deriv+vblz6+pos+V+tense+pres+polarity+neg+num+pl+pers+2	орон^урҕоо^бок^кут
орон+pos+N+deriv+vblz6+pos+V+tense+pres+polarity+neg+num+sg+pers+2	орон^урҕоо^бок^кун
орон+pos+N+deriv+vblz6+pos+V+tense+pres+polarity+neg+num+sg+pers+3	орон^урҕоо^бот
орон+pos+N+deriv+vblz6+pos+V+tense+pres+polarity+neg+num+pl+pers+3	орон^урҕоо^бот^тор
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom	орон^урҕоо^уу
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom	орон^урҕоо^уу^лар
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+dat	орон^урҕоо^уу^лар^га
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+acc	орон^урҕоо^уу^лар^ы
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+ins	орон^урҕоо^уу^лар^ынан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom+poss+2pl	орон^урҕоо^уу^лар^гыт
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom+poss+1pl	орон^урҕоо^уу^лар^быт
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom+poss+3sg	орон^урҕоо^уу^лар^а
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom+poss+2sg	орон^урҕоо^уу^лар^ыҥ
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom+poss+1sg	орон^урҕоо^уу^лар^ым
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+com	орон^урҕоо^уу^лар^дыын
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+cmpr	орон^урҕоо^уу^лар^дааҕар
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+part	орон^урҕоо^уу^лар^да
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+abl	орон^урҕоо^уу^лар^дан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+pl+case+nom+poss+3pl	орон^урҕоо^уу^лара
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+com	орон^урҕоо^уу^луун
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+ins	орон^урҕоо^уу^нан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+acc	орон^урҕоо^уу^ну
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+dat	орон^урҕоо^уу^га
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+abl	орон^урҕоо^уу^ттан
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+cmpr	орон^урҕоо^уу^тааҕар
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+part	орон^урҕоо^уу^та
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom+poss+3pl	орон^урҕоо^уу^лара
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom+poss+2pl	орон^урҕоо^уу^гут
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom+poss+1pl	орон^урҕоо^уу^бут
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom+poss+2sg	орон^урҕоо^уу^ҥ
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom+poss+1sg	орон^урҕоо^уу^м
орон+pos+N+deriv+vblz6+pos+V+deriv+dvb+num+sg+case+nom+poss+3sg	орон^урҕоо^уу^та
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+num+sg+pers+3	орон^урҕоо^оохд^уур
орон+pos+N+deriv+vblz6+pos+V+deriv+attd	орон^урҕоо^оохтоо
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	орон^урҕоо^оохтоо^боп^пут
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	орон^урҕоо^оохтоо^боп^пун
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	орон^урҕоо^оохтоо^бок^кут
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	орон^урҕоо^оохтоо^бок^кун
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	орон^урҕоо^оохтоо^бот
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	орон^урҕоо^оохтоо^бот^тор
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+num+pl+pers+1	орон^урҕоо^оохтоо^уу^бут
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+num+sg+pers+1	орон^урҕоо^оохтоо^уу^бун
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+num+pl+pers+2	орон^урҕоо^оохтоо^уу^гут
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+num+sg+pers+2	орон^урҕоо^оохтоо^уу^гун
орон+pos+N+deriv+vblz6+pos+V+deriv+attd+tense+pres+num+pl+pers+3	орон^урҕоо^оохтоо^уул^лар
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom	орон^урҕоо^ооччу
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom	орон^урҕоо^ооччу^лар
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+dat	орон^урҕоо^ооччу^лар^га
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+acc	орон^урҕоо^ооччу^лар^ы
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+ins	орон^урҕоо^ооччу^лар^ынан
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	орон^урҕоо^ооччу^лар^гыт
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	орон^урҕоо^ооччу^лар^быт
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	орон^урҕоо^ооччу^лар^а
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	орон^урҕоо^ооччу^лар^ыҥ
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	орон^урҕоо^ооччу^лар^ым
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+com	орон^урҕоо^ооччу^лар^дыын
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+cmpr	орон^урҕоо^ооччу^лар^дааҕар
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+part	орон^урҕоо^ооччу^лар^да
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+abl	орон^урҕоо^ооччу^лар^дан
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3pl	орон^урҕоо^ооччу^лара
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+com	орон^урҕоо^ооччу^луун
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+ins	орон^урҕоо^ооччу^нан
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+acc	орон^урҕоо^ооччу^ну
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+dat	орон^урҕоо^ооччу^га
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+abl	орон^урҕоо^ооччу^ттан
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+cmpr	орон^урҕоо^ооччу^тааҕар
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+part	орон^урҕоо^ооччу^та
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3pl	орон^урҕоо^ооччу^лара
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2pl	орон^урҕоо^ооччу^гут
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1pl	орон^урҕоо^ооччу^бут
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom+poss+2sg	орон^урҕоо^ооччу^ҥ
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom+poss+1sg	орон^урҕоо^ооччу^м
орон+pos+N+deriv+vblz6+pos+V+deriv+ag.nom+num+sg+case+nom+poss+3sg	орон^урҕоо^ооччу^та
орон+pos+N+deriv+vblz6+pos+V+tense+pres+num+pl+pers+1	орон^урҕоо^уу^бут
орон+pos+N+deriv+vblz6+pos+V+tense+pres+num+sg+pers+1	орон^урҕоо^уу^бун
орон+pos+N+deriv+vblz6+pos+V+tense+pres+num+pl+pers+2	орон^урҕоо^уу^гут
орон+pos+N+deriv+vblz6+pos+V+tense+pres+num+sg+pers+2	орон^урҕоо^уу^гун
орон+pos+N+deriv+vblz6+pos+V+tense+pres+num+pl+pers+3	орон^урҕоо^уул^лар
орон+pos+N+deriv+vblz5+pos+V	орон^умсуй
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+num+sg+pers+3	орон^умсуй^аахд^ыыр
орон+pos+N+deriv+vblz5+pos+V+deriv+attd	орон^умсуй^аахтаа
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+1	орон^умсуй^аахтаа^бап^пыт
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+1	орон^умсуй^аахтаа^бап^пын
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+2	орон^умсуй^аахтаа^бак^кыт
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+2	орон^умсуй^аахтаа^бак^кын
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+polarity+neg+num+sg+pers+3	орон^умсуй^аахтаа^бат
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+polarity+neg+num+pl+pers+3	орон^умсуй^аахтаа^бат^тар
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+num+pl+pers+1	орон^умсуй^аахтаа^ыы^быт
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+num+sg+pers+1	орон^умсуй^аахтаа^ыы^бын
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+num+pl+pers+2	орон^умсуй^аахтаа^ыы^гыт
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+num+sg+pers+2	орон^умсуй^аахтаа^ыы^гын
орон+pos+N+deriv+vblz5+pos+V+deriv+attd+tense+pres+num+pl+pers+3	орон^умсуй^аахтаа^ыыл^лар
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+sg+case+nom	орон^умсуй^ааччу
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+nom	орон^умсуй^ааччу^лар
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+dat	орон^умсуй^ааччу^лар^га
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+acc	орон^умсуй^ааччу^лар^ы
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+ins	орон^умсуй^ааччу^лар^ынан
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2pl	орон^умсуй^ааччу^лар^гыт
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1pl	орон^умсуй^ааччу^лар^быт
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+nom+poss+3sg	орон^умсуй^ааччу^лар^а
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+nom+poss+2sg	орон^умсуй^ааччу^лар^ыҥ
орон+pos+N+deriv+vblz5+pos+V+deriv+ag.nom+num+pl+case+nom+poss+1sg	орон^умсуй^ааччу^лар^ым
